job_title,ai_impact,task_count,ai_model,ai_workload_ratio,domain_area
Customer Service Supervisor,15%,1227,4704,0.2608418367,Medical & Healthcare
Director Of Customer Service,15%,1203,4658,0.2582653499,Supply Chain & Logistics
Account Executive,15%,1162,4586,0.2533798517,Law Enforcement
Advertising Director,15%,1250,5196,0.240569669,Construction
Animator,15%,1081,4149,0.2605447096,Sales & Marketing
Communications Coordinator,15%,1224,5144,0.2379471229,Hospitality
Assistant Store Manager,15%,920,3828,0.2403343783,Communication & PR
Bookstore Manager,15%,888,3743,0.2372428533,Data & IT
Grocery Manager,15%,648,2501,0.2590963615,Administrative & Clerical
Meat Manager,15%,575,2668,0.2155172414,Leadership & Strategy
Produce Manager,15%,670,2916,0.2297668038,Medical & Healthcare
Assistant Construction Manager,15%,940,3773,0.2491386165,Supply Chain & Logistics
Building Official,15%,908,3641,0.2493820379,Law Enforcement
Chief Estimator,15%,881,3492,0.2522909507,Construction
Construction Coordinator,15%,919,3601,0.255206887,Sales & Marketing
Construction Foreman,15%,887,3318,0.2673297167,Hospitality
Construction Manager,15%,930,3696,0.2516233766,Communication & PR
Electrical Helper,15%,251,996,0.2520080321,Data & IT
Fence Installer,15%,198,908,0.218061674,Administrative & Clerical
Fork Lift Operator,15%,218,943,0.2311770944,Leadership & Strategy
Paver,15%,201,1091,0.1842346471,Medical & Healthcare
Plumber,15%,189,1028,0.1838521401,Supply Chain & Logistics
Scaffold Builder,15%,465,1840,0.2527173913,Law Enforcement
Welder,15%,515,2097,0.2455889366,Construction
Executive Recruiter,15%,947,3897,0.2430074416,Sales & Marketing
Business Specialist,15%,1247,5360,0.2326492537,Hospitality
Assistant Operations Manager,15%,1134,4936,0.2297406807,Communication & PR
Paraprofessional,15%,1040,4613,0.2254498157,Data & IT
Chief Diversity Officer,15%,870,3222,0.270018622,Administrative & Clerical
Design Manager,15%,1297,5252,0.2469535415,Leadership & Strategy
Lacrosse Coach,15%,399,1707,0.2337434095,Medical & Healthcare
Swim Coach,15%,394,1700,0.2317647059,Supply Chain & Logistics
Tennis Coach,15%,392,1698,0.2308598351,Law Enforcement
Volleyball Coach,15%,393,1695,0.2318584071,Construction
Wrestling Coach,15%,392,1693,0.2315416421,Sales & Marketing
Electrical Assistant,15%,336,1274,0.2637362637,Hospitality
Electrician,15%,324,1222,0.2651391162,Communication & PR
Electrician Helper,15%,316,1200,0.2633333333,Data & IT
Dock Supervisor,15%,772,2986,0.2585398526,Administrative & Clerical
Journeyman Electrician,15%,330,1256,0.2627388535,Leadership & Strategy
Journeyman Lineman,15%,333,1190,0.2798319328,Medical & Healthcare
Plant Supervisor,15%,735,3079,0.2387138681,Supply Chain & Logistics
Nurse Supervisor,15%,552,2365,0.2334038055,Law Enforcement
Pharmacy Manager,15%,691,2759,0.2504530627,Construction
Football Coach,15%,402,1708,0.2353629977,Sales & Marketing
Gymnastics Coach,15%,401,1749,0.2292738708,Hospitality
Soccer Coach,15%,407,1729,0.2353961828,Communication & PR
Bid Manager,15%,1060,4503,0.2353986231,Data & IT
Interpreter,15%,767,3843,0.1995836586,Administrative & Clerical
Team Manager,15%,1131,4894,0.2310993053,Leadership & Strategy
Baggage Handler,15%,281,1102,0.2549909256,Medical & Healthcare
Food Runner,15%,462,1985,0.2327455919,Supply Chain & Logistics
Surveillance Operator,15%,615,2665,0.2307692308,Law Enforcement
Chief Marketing Officer,15%,1268,5313,0.2386598908,Construction
Executive Director,15%,1129,4402,0.2564743299,Sales & Marketing
Managing Director,15%,1116,4285,0.2604434072,Hospitality
Senior Vice President,15%,1065,4113,0.2589350839,Communication & PR
Helper,15%,545,2280,0.2390350877,Data & IT
Summer Camp Counselor,15%,990,4169,0.2374670185,Administrative & Clerical
Property Manager,15%,1028,4703,0.2185838826,Leadership & Strategy
Real Estate Developer,15%,956,4077,0.2344861418,Medical & Healthcare
Inventory Supervisor,15%,913,3625,0.251862069,Supply Chain & Logistics
Investment Officer,15%,986,3652,0.2699890471,Law Enforcement
Revenue Manager,15%,1042,4230,0.2463356974,Construction
Senior Staff Accountant,15%,941,3944,0.2385902637,Sales & Marketing
Admissions Representative,15%,1082,4543,0.238168611,Hospitality
Assistant Registrar,15%,988,4086,0.2418012726,Communication & PR
Junior Copywriter,15%,1266,5425,0.2333640553,Data & IT
Landscape Designer,15%,694,3033,0.2288163534,Administrative & Clerical
Business Advisor,15%,1242,5280,0.2352272727,Leadership & Strategy
Contract Manager,15%,1135,4512,0.2515514184,Medical & Healthcare
Director Of Environmental Services,15%,891,3549,0.2510566357,Supply Chain & Logistics
Business Assistant,15%,1127,4627,0.243570348,Law Enforcement
Diversity Manager,15%,851,3555,0.2393811533,Construction
Executive,15%,1191,4966,0.2398308498,Sales & Marketing
General Counsel,15%,1056,4223,0.2500591996,Hospitality
Grants Manager,15%,1047,4597,0.227757233,Communication & PR
Management Trainee,15%,942,3787,0.248745709,Data & IT
Medical Director,15%,821,3394,0.2418974661,Administrative & Clerical
Membership Director,15%,749,3073,0.2437357631,Leadership & Strategy
President,15%,756,3329,0.2270952238,Medical & Healthcare
Principal,15%,752,3340,0.2251497006,Supply Chain & Logistics
Resident Director,15%,665,2491,0.2669610598,Law Enforcement
School Director,15%,724,3011,0.2404516772,Construction
Vice President,15%,1127,4334,0.2600369174,Sales & Marketing
Part Time Sales Associate,15%,701,2858,0.2452764171,Hospitality
Sales Clerk,15%,892,4091,0.2180395991,Communication & PR
Sales Contractor,15%,915,4355,0.2101033295,Data & IT
Sales Engineer,15%,968,4215,0.2296559905,Administrative & Clerical
Sales Professional,15%,959,4467,0.2146854712,Leadership & Strategy
Salesman,15%,950,4446,0.2136752137,Medical & Healthcare
Strategic Account Manager,15%,1209,5127,0.2358104154,Supply Chain & Logistics
Technical Sales Manager,15%,1185,5065,0.233958539,Law Enforcement
Territory Manager,15%,1122,4841,0.2317702954,Construction
Vendor,15%,950,4426,0.2146407592,Sales & Marketing
Yacht Broker,15%,886,3668,0.2415485278,Hospitality
Certified Nursing Assistant,15%,438,1579,0.2773907536,Communication & PR
Clinical Nursing Instructor,15%,668,2878,0.2321056289,Data & IT
Mds Nurse,15%,472,1856,0.2543103448,Administrative & Clerical
Nurse Anesthetist,15%,444,1696,0.2617924528,Leadership & Strategy
Nurse Educator,15%,562,2345,0.2396588486,Medical & Healthcare
Telephone Triage Nurse,15%,535,2609,0.2050594097,Supply Chain & Logistics
Triage Nurse,15%,510,2369,0.2152807092,Law Enforcement
Camp Director,15%,805,3243,0.2482269504,Construction
Community Planner,15%,845,3610,0.2340720222,Sales & Marketing
Night,15%,245,912,0.2686403509,Hospitality
Signing Agent,15%,333,1851,0.1799027553,Communication & PR
Traveler,15%,708,3088,0.2292746114,Data & IT
Assistant Engineer,15%,845,3010,0.280730897,Administrative & Clerical
Boiler Operator,15%,676,2196,0.3078324226,Leadership & Strategy
Bridge Inspector,15%,787,2764,0.2847322721,Medical & Healthcare
Building Engineer,15%,1009,4044,0.2495054402,Supply Chain & Logistics
Civil Engineering Technician,15%,987,3995,0.2470588235,Law Enforcement
Construction Inspector,15%,898,3614,0.2484781406,Construction
Corrosion Technician,15%,750,2541,0.2951593861,Sales & Marketing
Cost Engineer,15%,1011,3766,0.2684545937,Hospitality
Director Of Engineering,15%,1180,4432,0.2662454874,Communication & PR
Electrical Engineering Technician,15%,1075,4411,0.2437089095,Data & IT
Engineering Director,15%,1159,4344,0.2668047882,Administrative & Clerical
Engineering Manager,15%,1164,4382,0.2656321314,Leadership & Strategy
Engineering Technician,15%,1045,4243,0.2462880038,Medical & Healthcare
Gas Technician,15%,545,2418,0.2253928867,Supply Chain & Logistics
Human Factors Engineer,15%,729,2803,0.2600784873,Law Enforcement
Industrial Electrician,15%,507,2062,0.2458777886,Construction
Industrial Mechanic,15%,535,2331,0.2295152295,Sales & Marketing
Instrument Technician,15%,771,3035,0.2540362438,Hospitality
Junior Engineer,15%,966,3547,0.2723428249,Communication & PR
Mechanical Engineering Technician,15%,469,1710,0.2742690058,Data & IT
Nuclear Engineer,15%,458,1671,0.2740873728,Administrative & Clerical
Plumbing Engineer,15%,457,1654,0.2762998791,Leadership & Strategy
Power Plant Engineer,15%,152,626,0.2428115016,Medical & Healthcare
Refrigeration Engineer,15%,122,500,0.244,Supply Chain & Logistics
Stationary Engineer,15%,117,503,0.2326043738,Law Enforcement
Utility Locator,15%,271,995,0.272361809,Construction
Emergency Management,15%,826,3271,0.2525221645,Sales & Marketing
Management Assistant,15%,962,3872,0.2484504132,Hospitality
Office Associate,15%,982,3843,0.2555295342,Communication & PR
Office Manager,15%,1000,3894,0.2568053416,Data & IT
Operations Associate,15%,912,3664,0.2489082969,Administrative & Clerical
Personal Assistant,15%,1100,4371,0.2516586593,Leadership & Strategy
Practice Administrator,15%,832,3703,0.2246826897,Medical & Healthcare
Practice Manager,15%,833,3704,0.2248920086,Supply Chain & Logistics
Senior Executive Assistant,15%,798,3866,0.2064148991,Law Enforcement
Shift Supervisor,15%,721,3260,0.2211656442,Construction
Team Lead,15%,1183,5129,0.2306492494,Sales & Marketing
Aircraft Dispatcher,15%,450,1829,0.2460360853,Hospitality
Aircraft Electrician,15%,371,1529,0.2426422498,Communication & PR
Airport Attendant,15%,333,1591,0.2093023256,Data & IT
Bus Aide,15%,256,995,0.2572864322,Administrative & Clerical
Dispatch Manager,15%,832,3352,0.2482100239,Leadership & Strategy
Fleet Coordinator,15%,666,2965,0.2246205734,Medical & Healthcare
Fleet Mechanic,15%,630,2580,0.2441860465,Supply Chain & Logistics
Flight Coordinator,15%,676,3031,0.2230287034,Law Enforcement
Flight Engineer,15%,459,1956,0.2346625767,Construction
Helicopter Mechanic,15%,426,1804,0.2361419069,Sales & Marketing
Patient Escort,15%,459,1880,0.2441489362,Hospitality
Signal Maintainer,15%,115,440,0.2613636364,Communication & PR
Terminal Operator,15%,481,1893,0.2540940306,Data & IT
Traffic Controller,15%,499,2201,0.2267151295,Administrative & Clerical
Transit Bus Driver,15%,322,1266,0.2543443918,Leadership & Strategy
Transit Operator,15%,325,1277,0.2545027408,Medical & Healthcare
Transport Driver,15%,317,1305,0.2429118774,Supply Chain & Logistics
Van Driver,15%,314,1244,0.2524115756,Law Enforcement
Bakery Assistant,15%,366,1362,0.268722467,Construction
Barback,15%,308,1246,0.2471910112,Sales & Marketing
Barista,14%,329,1429,0.2302309307,Hospitality
Bartender,14%,343,1462,0.2346101231,Communication & PR
Breakfast Attendant,13%,271,1062,0.2551789077,Data & IT
Cart Attendant,13%,270,1124,0.2402135231,Administrative & Clerical
Golf Cart Attendant,13%,374,1625,0.2301538462,Leadership & Strategy
Lifeguard,12%,265,1038,0.2552986513,Medical & Healthcare
Mental Health Worker,12%,596,2250,0.2648888889,Supply Chain & Logistics
Neonatologist,12%,404,1453,0.2780454233,Law Enforcement
Nephrologist,12%,393,1431,0.2746331237,Construction
Neurologist,12%,423,1494,0.2831325301,Sales & Marketing
Neuropsychologist,12%,443,1739,0.2547441058,Hospitality
Neurosurgeon,12%,393,1425,0.2757894737,Communication & PR
Ob Gyn,12%,410,1462,0.2804377565,Data & IT
Obstetrician,12%,412,1462,0.2818057456,Administrative & Clerical
Occupational Medicine Physician,12%,411,1457,0.2820864791,Leadership & Strategy
Oncologist,12%,416,1455,0.2859106529,Medical & Healthcare
Ophthalmologist,12%,389,1468,0.264986376,Supply Chain & Logistics
Oral Surgeon,12%,378,1405,0.2690391459,Law Enforcement
Orthodontist,12%,377,1416,0.2662429379,Construction
Orthopaedic Surgeon,12%,391,1430,0.2734265734,Sales & Marketing
Orthopedic Nurse Practitioner,12%,438,1543,0.2838626053,Hospitality
Orthopedic Surgeon,12%,393,1427,0.2754029432,Communication & PR
Outpatient Therapist,12%,540,2059,0.2622632346,Data & IT
Pathologist,12%,422,1559,0.2706863374,Administrative & Clerical
Pediatric Cardiologist,12%,412,1477,0.278943805,Leadership & Strategy
Pediatric Dentist,12%,397,1444,0.2749307479,Medical & Healthcare
Pediatric Hospitalist,12%,454,1551,0.2927143778,Supply Chain & Logistics
Pediatrician,12%,451,1529,0.2949640288,Law Enforcement
Periodontist,12%,375,1397,0.268432355,Construction
Physician,12%,540,2130,0.2535211268,Sales & Marketing
Physician Assistant,12%,540,2123,0.2543570419,Hospitality
Plastic Surgeon,12%,365,1391,0.2624011503,Communication & PR
Podiatrist,12%,363,1357,0.2675018423,Data & IT
Prosthetist,12%,324,1396,0.2320916905,Administrative & Clerical
Prosthodontist,12%,388,1744,0.2224770642,Leadership & Strategy
Public Health Dentist,12%,455,1942,0.2342945417,Medical & Healthcare
Registered Dietitian,12%,491,2022,0.2428288823,Supply Chain & Logistics
Renal Dietitian,12%,487,2005,0.2428927681,Law Enforcement
Retail Pharmacist,12%,555,2198,0.2525022748,Construction
Sports Medicine Physician,12%,480,1983,0.2420574887,Sales & Marketing
Staff Pharmacist,12%,549,2329,0.2357234865,Hospitality
Surgeon,12%,415,1711,0.2425482174,Communication & PR
Trauma Surgeon,12%,417,1706,0.2444314185,Data & IT
Urologist,12%,420,1618,0.2595797281,Administrative & Clerical
Vascular Surgeon,12%,427,1737,0.245826137,Leadership & Strategy
Wic Nutritionist,11%,469,2141,0.2190565156,Medical & Healthcare
Aircraft Cleaner,11%,185,826,0.2239709443,Supply Chain & Logistics
Auto Appraiser,11%,341,1596,0.2136591479,Law Enforcement
Auto Detailer,10%,211,895,0.2357541899,Construction
Day Porter,10%,392,1650,0.2375757576,Sales & Marketing
Detailer,10%,539,1896,0.2842827004,Hospitality
Electrical Superintendent,10%,814,3497,0.2327709465,Communication & PR
Equipment Manager,10%,723,3119,0.2318050657,Data & IT
Farm,10%,553,2720,0.2033088235,Administrative & Clerical
Farm Hand,10%,498,1929,0.2581648523,Leadership & Strategy
Farm Manager,10%,609,2914,0.2089910776,Medical & Healthcare
Farmer,10%,533,2542,0.2096774194,Supply Chain & Logistics
Finisher,10%,448,2046,0.2189638319,Law Enforcement
Jeweler,10%,470,2560,0.18359375,Construction
Landscape Foreman,10%,538,2203,0.2442124376,Sales & Marketing
Landscaping,10%,551,2538,0.2171000788,Hospitality
Loadmaster,10%,554,2024,0.273715415,Communication & PR
Low Voltage Electrician,10%,529,1951,0.2711430036,Data & IT
Luthier,10%,285,1143,0.249343832,Administrative & Clerical
Maintenance Assistant,10%,725,2630,0.2756653992,Leadership & Strategy
Manual Machinist,10%,194,846,0.2293144208,Medical & Healthcare
Marine Electrician,10%,235,938,0.250533049,Supply Chain & Logistics
Mig Welder,10%,185,836,0.221291866,Law Enforcement
Motorcycle Mechanic,10%,204,858,0.2377622378,Construction
Oil Field,10%,226,945,0.2391534392,Sales & Marketing
Pipefitter,10%,201,892,0.2253363229,Hospitality
Plasterer,10%,186,842,0.2209026128,Communication & PR
Plumbing Inspector,10%,289,1084,0.2666051661,Data & IT
Porter,10%,203,1030,0.1970873786,Administrative & Clerical
Rig Welder,10%,89,370,0.2405405405,Leadership & Strategy
Solar Installer,10%,198,822,0.2408759124,Medical & Healthcare
Solar Panel Installer,10%,194,813,0.2386223862,Supply Chain & Logistics
Solar Technician,10%,194,815,0.2380368098,Law Enforcement
Sprinkler Fitter,10%,86,318,0.2704402516,Construction
Union Carpenter,10%,298,1093,0.2726440988,Sales & Marketing
Wildlife Technician,10%,317,1366,0.2320644217,Hospitality
Wind Technician,10%,278,1090,0.2550458716,Communication & PR
Wind Turbine Technician,10%,276,1087,0.2539098436,Data & IT
Lumper,10%,425,1675,0.2537313433,Administrative & Clerical
Manufacturing,10%,640,2655,0.2410546139,Leadership & Strategy
Production Specialist,10%,646,3209,0.2013088189,Medical & Healthcare
Seamstress,10%,200,1295,0.1544401544,Supply Chain & Logistics
Stitcher,10%,232,1451,0.1598897312,Law Enforcement
Process Development Engineer,10%,480,2317,0.2071644368,Construction
Production Technician,10%,441,2194,0.2010027347,Sales & Marketing
Release Manager,10%,914,4248,0.2151600753,Hospitality
Technical Manager,10%,1269,5328,0.2381756757,Communication & PR
Yield Engineer,10%,860,3399,0.2530155928,Data & IT
Aquatics Director,10%,545,2319,0.2350150927,Administrative & Clerical
Director Of Analytics,10%,1104,4608,0.2395833333,Leadership & Strategy
Psychometrist,10%,593,2473,0.2397897291,Medical & Healthcare
Activities Director,10%,844,3562,0.2369455362,Supply Chain & Logistics
Benefits Manager,10%,932,3718,0.2506724045,Law Enforcement
Campus Recruiter,10%,951,4469,0.212799284,Construction
Headhunter,10%,1005,3934,0.2554651754,Sales & Marketing
Hr Assistant,10%,1135,4773,0.2377959355,Hospitality
Hr Representative,10%,1147,4480,0.2560267857,Communication & PR
Hse Manager,10%,1016,3865,0.2628719276,Data & IT
Human Resource Assistant,10%,1143,4472,0.2555903399,Administrative & Clerical
Human Resources Assistant,10%,1140,4541,0.2510460251,Leadership & Strategy
Human Resources Officer,10%,1192,4622,0.2578970143,Medical & Healthcare
Leadership Development Program,10%,1232,4753,0.2592047128,Supply Chain & Logistics
Learning And Development Specialist,10%,1290,4877,0.264506869,Law Enforcement
Training Director,10%,1249,5027,0.248458325,Construction
Vice President Of Human Resources,10%,1110,4297,0.258319758,Sales & Marketing
Administrative Law Judge,10%,644,2667,0.2414698163,Hospitality
City Attorney,10%,504,2206,0.228467815,Communication & PR
Court Administrator,10%,526,2215,0.2374717833,Data & IT
District Attorney,10%,493,2151,0.2291957229,Administrative & Clerical
Inspector General,10%,816,3373,0.2419211385,Leadership & Strategy
Managing Partner,10%,802,2992,0.2680481283,Medical & Healthcare
Mediator,10%,484,1889,0.2562202223,Supply Chain & Logistics
Subject Matter Expert,10%,1085,4129,0.2627754904,Law Enforcement
Animal Trainer,10%,310,1313,0.2361005331,Construction
Dog Bather,10%,203,972,0.2088477366,Sales & Marketing
Dog Daycare,10%,228,1127,0.2023070098,Hospitality
Dog Handler,10%,216,1005,0.2149253731,Communication & PR
Dog Sitter,10%,185,941,0.1965993624,Data & IT
Dog Walker,10%,338,1529,0.221059516,Administrative & Clerical
Equestrian,10%,428,2239,0.1911567664,Leadership & Strategy
Pet Sitter,10%,190,705,0.2695035461,Medical & Healthcare
Wrangler,10%,204,747,0.2730923695,Supply Chain & Logistics
Advocate,10%,534,2117,0.2522437411,Law Enforcement
Chaplain,10%,391,1736,0.2252304147,Construction
Hospital Chaplain,10%,495,2232,0.2217741935,Sales & Marketing
Worship Leader,10%,676,2702,0.2501850481,Hospitality
Youth Minister,10%,737,3318,0.2221217601,Communication & PR
Assistant Golf Professional,10%,562,2674,0.2101720269,Data & IT
Golf Course Superintendent,10%,559,2805,0.1992869875,Administrative & Clerical
Golf Professional,10%,506,2537,0.1994481671,Leadership & Strategy
Agile Coach,10%,895,3877,0.2308485943,Medical & Healthcare
Bridal Consultant,10%,712,3158,0.2254591514,Supply Chain & Logistics
Career Advisor,10%,915,3738,0.2447833066,Law Enforcement
Career Counselor,10%,909,3747,0.2425940753,Construction
Franchise Business Consultant,10%,1150,4700,0.2446808511,Sales & Marketing
Job Coach,10%,915,3836,0.2385297185,Hospitality
Life Coach,10%,960,3946,0.2432843386,Communication & PR
Relocation Consultant,10%,896,3978,0.2252388135,Data & IT
Call Center Director,10%,1109,4263,0.2601454375,Administrative & Clerical
Client Advisor,10%,1087,4173,0.2604840642,Leadership & Strategy
Client Coordinator,10%,1096,4176,0.2624521073,Medical & Healthcare
Customer Representative,10%,1069,4137,0.2583998066,Supply Chain & Logistics
Customer Service Advisor,10%,1084,4177,0.2595163993,Law Enforcement
Customer Service Agent,10%,1085,4191,0.2588880935,Construction
Customer Service Assistant,10%,1062,4115,0.2580801944,Sales & Marketing
Customer Service Coordinator,10%,1066,4140,0.2574879227,Hospitality
Customer Service Manager,10%,1071,4143,0.2585083273,Communication & PR
Account Assistant,10%,1027,4177,0.2458702418,Data & IT
Account Coordinator,10%,1040,4194,0.2479732952,Administrative & Clerical
Advertising Assistant,10%,1165,4985,0.2337011033,Leadership & Strategy
Advertising Coordinator,10%,1171,4994,0.2344813777,Medical & Healthcare
Booking Agent,10%,1008,4303,0.2342551708,Supply Chain & Logistics
Copywriter,10%,1119,4811,0.2325919767,Law Enforcement
Creative Assistant,10%,1073,4404,0.2436421435,Construction
Creative Director,10%,1152,4622,0.2492427521,Sales & Marketing
Field Marketing Representative,10%,1115,4804,0.2320982515,Hospitality
Marketing Copywriter,10%,981,4424,0.2217450271,Communication & PR
Production Worker,10%,415,1792,0.2315848214,Data & IT
Promotions Assistant,10%,1084,4837,0.2241058507,Administrative & Clerical
Senior Copywriter,10%,1093,4755,0.2298633018,Leadership & Strategy
Sponsor,10%,863,3787,0.2278848693,Medical & Healthcare
Gas Station Cashier,10%,633,2815,0.2248667851,Supply Chain & Logistics
Grocery Bagger,10%,540,2184,0.2472527473,Law Enforcement
Grocery Store Manager,10%,912,4160,0.2192307692,Construction
Mall,10%,650,2786,0.2333094042,Sales & Marketing
Meat Cutter,10%,197,856,0.2301401869,Hospitality
Merchandising,10%,747,3111,0.2401157184,Communication & PR
Retail Assistant Manager,10%,1006,4288,0.234608209,Data & IT
Retail Director,10%,1003,4288,0.2339085821,Administrative & Clerical
Retail District Manager,10%,1010,4280,0.2359813084,Leadership & Strategy
Retail Management,10%,997,4246,0.2348092322,Medical & Healthcare
Retail Manager,10%,1009,4273,0.2361338638,Supply Chain & Logistics
Retail Store Manager,10%,1013,4332,0.2338411819,Law Enforcement
Showroom Manager,10%,1011,4346,0.2326277036,Construction
Store Director,10%,915,3852,0.2375389408,Sales & Marketing
Store Manager,10%,920,4030,0.2282878412,Hospitality
Building Superintendent,10%,850,3426,0.2481027437,Communication & PR
Civil Engineer,10%,1005,3991,0.2518165873,Data & IT
Concrete Worker,10%,463,1556,0.2975578406,Administrative & Clerical
Construction Administrator,10%,859,3253,0.264063941,Leadership & Strategy
Construction Assistant,10%,639,2396,0.2666944908,Medical & Healthcare
Construction Flagger,10%,468,1615,0.2897832817,Supply Chain & Logistics
Construction Helper,10%,553,1976,0.2798582996,Law Enforcement
Construction Project Engineer,10%,981,3677,0.2667935817,Construction
Construction Superintendent,10%,911,3427,0.2658301722,Sales & Marketing
Construction Technician,10%,880,3156,0.278833967,Hospitality
Director Of Construction,10%,974,3598,0.2707059477,Communication & PR
Director Of Facilities,10%,959,3486,0.2751004016,Data & IT
Electrician Apprentice,10%,459,1472,0.3118206522,Administrative & Clerical
Glazier,10%,400,1400,0.2857142857,Leadership & Strategy
Highway Maintenance Worker,10%,479,1697,0.2822628167,Medical & Healthcare
Ironworker,10%,348,1201,0.2897585346,Supply Chain & Logistics
Roofer,10%,90,318,0.2830188679,Law Enforcement
Saw Filer,10%,80,372,0.2150537634,Construction
Insurance,10%,831,3555,0.2337552743,Sales & Marketing
Medical Librarian,10%,549,2812,0.1952347084,Hospitality
Medication Aide,10%,491,1951,0.2516658124,Communication & PR
Pharmacist Manager,10%,526,1932,0.2722567288,Data & IT
Pharmacy Technician Instructor,10%,544,2435,0.2234086242,Administrative & Clerical
Child Advocate,10%,602,2522,0.2386994449,Leadership & Strategy
Community Organizer,10%,768,3063,0.2507345739,Medical & Healthcare
Immigration Specialist,10%,769,3186,0.2413684871,Supply Chain & Logistics
Social Service,10%,916,4142,0.2211492033,Law Enforcement
Social Service Worker,10%,908,4129,0.219907968,Construction
Youth Mentor,10%,777,3037,0.2558445835,Sales & Marketing
Supply Chain Management,10%,1073,4297,0.2497090994,Hospitality
Athletic Coordinator,10%,867,3709,0.2337557293,Communication & PR
Athletic Director,10%,865,3729,0.2319656744,Data & IT
Certified Athletic Trainer,10%,413,1860,0.2220430108,Administrative & Clerical
Head Football Coach,10%,629,3055,0.2058919804,Leadership & Strategy
Naturalist,10%,435,1738,0.250287687,Medical & Healthcare
Referee,10%,299,1137,0.2629727353,Supply Chain & Logistics
Umpire,10%,376,1242,0.3027375201,Law Enforcement
Author,10%,1112,4724,0.2353937341,Construction
Creative Writer,10%,999,4356,0.229338843,Sales & Marketing
Environment Artist,10%,786,3918,0.2006125574,Hospitality
Field Interviewer,10%,976,4302,0.2268712227,Communication & PR
Game Master,10%,987,4587,0.2151733159,Data & IT
Grant Writer,10%,1059,4670,0.2267665953,Administrative & Clerical
Multimedia Journalist,10%,998,4180,0.2387559809,Leadership & Strategy
News Anchor,10%,952,4053,0.2348877375,Medical & Healthcare
News Photographer,10%,913,3898,0.2342226783,Supply Chain & Logistics
News Reporter,10%,961,4104,0.2341617934,Law Enforcement
Newspaper Reporter,10%,950,4074,0.2331860579,Construction
Photojournalist,10%,931,3928,0.2370162933,Sales & Marketing
Proposal Writer,10%,1229,5096,0.2411695447,Hospitality
Radio Host,10%,1123,4680,0.239957265,Communication & PR
Report Writer,10%,1252,5110,0.2450097847,Data & IT
Reviewer,10%,1217,4948,0.2459579628,Administrative & Clerical
Speech Writer,10%,1101,4636,0.2374892148,Leadership & Strategy
Sports Anchor,10%,1096,4512,0.2429078014,Medical & Healthcare
Sports Reporter,10%,1121,4583,0.2445996072,Supply Chain & Logistics
Video Journalist,10%,1215,5061,0.2400711322,Law Enforcement
Desktop Publisher,10%,1078,4877,0.2210375231,Construction
Academic Dean,10%,861,3610,0.2385041551,Sales & Marketing
Accounting Instructor,10%,899,3715,0.2419919246,Hospitality
Admissions Officer,10%,945,3930,0.2404580153,Communication & PR
Art Professor,10%,1027,4408,0.2329854809,Data & IT
Assistant Professor,10%,933,3946,0.2364419665,Administrative & Clerical
Associate Professor,10%,930,3942,0.2359208524,Leadership & Strategy
Biology Instructor,10%,716,2975,0.2406722689,Medical & Healthcare
Business Teacher,10%,843,3243,0.2599444958,Supply Chain & Logistics
Chemistry Professor,10%,716,3008,0.2380319149,Law Enforcement
College Instructor,10%,814,3258,0.2498465316,Construction
Engineering Teacher,10%,928,3666,0.253136934,Sales & Marketing
Faculty,10%,826,3475,0.2376978417,Hospitality
Finance Professor,10%,962,3977,0.2418908725,Communication & PR
High School Counselor,10%,799,3544,0.2254514673,Data & IT
Law Professor,10%,742,3222,0.2302917443,Administrative & Clerical
Lead Teacher,10%,795,3359,0.2366775826,Leadership & Strategy
Lecturer,10%,816,3417,0.2388059701,Medical & Healthcare
Long Term Substitute Teacher,10%,726,3219,0.2255358807,Supply Chain & Logistics
Math Teacher,10%,536,2215,0.241986456,Law Enforcement
Preschool Assistant,10%,666,2732,0.2437774524,Construction
Professor,10%,689,3062,0.2250163292,Sales & Marketing
School Counselor,10%,725,2699,0.2686180067,Hospitality
School Psychologist,10%,644,2506,0.2569832402,Communication & PR
School Teacher,10%,707,2791,0.2533142243,Data & IT
Spanish Tutor,10%,589,2853,0.2064493516,Administrative & Clerical
Special Education Teacher,10%,697,2903,0.2400964519,Leadership & Strategy
Special Educator,10%,683,2612,0.2614854518,Medical & Healthcare
Student Assistant,10%,798,3792,0.210443038,Supply Chain & Logistics
Student Mentor,10%,817,3663,0.223041223,Law Enforcement
Teacher Aide,10%,768,3642,0.2108731466,Construction
Teacher Assistant,10%,772,3651,0.2114489181,Sales & Marketing
Teachers Aide,10%,767,3639,0.2107721902,Hospitality
Teaching Assistant,10%,772,3674,0.2101252041,Communication & PR
Actor,10%,742,3160,0.2348101266,Data & IT
Art Handler,10%,694,3025,0.2294214876,Administrative & Clerical
Artist,10%,970,4370,0.2219679634,Leadership & Strategy
Choir Director,10%,517,1867,0.2769148366,Medical & Healthcare
Church Musician,10%,507,1876,0.2702558635,Supply Chain & Logistics
Comic,10%,757,2927,0.2586265801,Law Enforcement
Copy Writer,10%,1070,4414,0.242410512,Construction
Dancer,10%,537,2015,0.2665012407,Sales & Marketing
Entertainment Writer,10%,1082,4477,0.2416796962,Hospitality
Gamer,10%,826,3837,0.2152723482,Communication & PR
Interior Design Assistant,10%,716,3344,0.2141148325,Data & IT
Makeup Artist,10%,540,2932,0.1841746248,Administrative & Clerical
